iteration,collectionName,requestName,method,url,status,code,responseTime,responseSize,executed,failed,skipped,totalAssertions,executedCount,failedCount,skippedCount
"1","API_Project_Brevo","Get all webhooks","GET","https://api.brevo.com/v3/webhooks?sort=desc","OK","200","268","3415","The type of array[1] is marketing, Body matches the string webhook test, Body matches the string hardBounce, Body matches the string delivered, Content-Type is present",,,"5","5","0","0"
"1","API_Project_Brevo","Create a webhook","POST","https://api.brevo.com/v3/webhooks","Created","201","288","15","Verify the response body includes webhook ID, Status code is 201, Connection is present in headers",,,"3","3","0","0"
"1","API_Project_Brevo","Get a webhook details","GET","https://api.brevo.com/v3/webhooks/1039571","OK","200","263","321","Verify the webhook url, Verify the webhook id, Verify the webhook description, Verify the webhook type, Verify the value of events[1], Content-Type is present in headers",,,"6","6","0","0"
"1","API_Project_Brevo","Update a webhook","PUT","https://api.brevo.com/v3/webhooks/1045471","No Content","204","479","0","Empty body response, Status code is 204, Status code name hasa No Content string, Response time is less than 500ms",,,"4","4","0","0"
"1","API_Project_Brevo","Delete a webhook","DELETE","https://api.brevo.com/v3/webhooks/1045471","No Content","204","210","0","Empty body response, Status code is 204, Status code name hasa No Content string, Response time is less than 500ms",,,"4","4","0","0"
"1","API_Project_Brevo","Add Email and/or SMS credits to a specific child account","POST","https://api.brevo.com/v3/reseller/children/veniam elit in/credits/add","Forbidden","403","168","83",,,,"0","0","0","0"
"1","API_Project_Brevo","Remove Email and/or SMS credits from a specific child account","POST","https://api.brevo.com/v3/reseller/children/veniam elit in/credits/remove","Forbidden","403","176","83",,,,"0","0","0","0"
"1","API_Project_Brevo","Associate a dedicated IP to the child","POST","https://api.brevo.com/v3/reseller/children/veniam elit in/ips/associate","Forbidden","403","178","83",,,,"0","0","0","0"
"1","API_Project_Brevo","Dissociate a dedicated IP to the child","POST","https://api.brevo.com/v3/reseller/children/veniam elit in/ips/dissociate","Forbidden","403","432","83",,,,"0","0","0","0"
"1","API_Project_Brevo","Get all sender domains for a specific child account","GET","https://api.brevo.com/v3/reseller/children/veniam elit in/domains","Forbidden","403","189","83",,,,"0","0","0","0"
"1","API_Project_Brevo","Create a domain for a child account","POST","https://api.brevo.com/v3/reseller/children/veniam elit in/domains","Forbidden","403","195","83",,,,"0","0","0","0"
"1","API_Project_Brevo","Update the sender domain of reseller's child based on the childIdentifier and domainName passed","PUT","https://api.brevo.com/v3/reseller/children/veniam elit in/domains/veniam elit in","Forbidden","403","184","83",,,,"0","0","0","0"
"1","API_Project_Brevo","Delete the sender domain of the reseller child based on the childIdentifier and domainName passed","DELETE","https://api.brevo.com/v3/reseller/children/veniam elit in/domains/veniam elit in","Forbidden","403","176","83",,,,"0","0","0","0"
"1","API_Project_Brevo","Get the list of all children accounts","GET","https://api.brevo.com/v3/reseller/children","Forbidden","403","190","83",,,,"0","0","0","0"
"1","API_Project_Brevo","Creates a reseller child","POST","https://api.brevo.com/v3/reseller/children","Forbidden","403","187","83",,,,"0","0","0","0"
"1","API_Project_Brevo","Get a child account's details","GET","https://api.brevo.com/v3/reseller/children/veniam elit in","Forbidden","403","179","83",,,,"0","0","0","0"
"1","API_Project_Brevo","Get the status of a reseller's child account creation, whether it is successfully created (exists) or not based on the childIdentifier supplied","GET","https://api.brevo.com/v3/reseller/children/veniam elit in/accountCreationStatus","Forbidden","403","183","83",,,,"0","0","0","0"
"1","API_Project_Brevo","Update info of reseller's child based on the child identifier supplied","PUT","https://api.brevo.com/v3/reseller/children/veniam elit in","Forbidden","403","194","83",,,,"0","0","0","0"
"1","API_Project_Brevo","Delete a single reseller child based on the child identifier supplied","DELETE","https://api.brevo.com/v3/reseller/children/veniam elit in","Forbidden","403","168","83",,,,"0","0","0","0"
"1","API_Project_Brevo","Update info of reseller's child account status based on the identifier supplied","PUT","https://api.brevo.com/v3/reseller/children/veniam elit in/accountStatus","Forbidden","403","186","83",,,,"0","0","0","0"
"1","API_Project_Brevo","Get session token to access Sendinblue (SSO)","GET","https://api.brevo.com/v3/reseller/children/veniam elit in/auth","Forbidden","403","173","83",,,,"0","0","0","0"
"1","API_Project_Brevo","Return all the processes for your account","GET","https://api.brevo.com/v3/processes?limit=10&offset=0&sort=desc","OK","200","199","1236","Verify the processes[0] status, Verify the processes[0] name, Content-Type is present, Content-Encoding is present, Response time is less than 500ms","Verify the proccess[0] id, Verify the total count",,"7","5","2","0"
"1","API_Project_Brevo","Return the informations for a process","GET","https://api.brevo.com/v3/processes/2","OK","200","179","53","Verify the proccess id, Verify the proccess status, Verify the proccess name, Content-Type is present, Content-Encoding is present, Response time is less than 500ms",,,"6","6","0","0"
"1","API_Project_Brevo","Get the details of requested master account","GET","https://api.brevo.com/v3/corporate/masterAccount","Forbidden","403","145","81",,,,"0","0","0","0"
"1","API_Project_Brevo","Get the list of all the sub-accounts of the master account.","GET","https://api.brevo.com/v3/corporate/subAccount","Forbidden","403","151","81",,,,"0","0","0","0"
"1","API_Project_Brevo","Create a new sub-account under a master account.","POST","https://api.brevo.com/v3/corporate/subAccount","Forbidden","403","150","81",,,,"0","0","0","0"
"1","API_Project_Brevo","Generate SSO token to access Sendinblue","POST","https://api.brevo.com/v3/corporate/subAccount/ssoToken","Forbidden","403","148","81",,,,"0","0","0","0"
"1","API_Project_Brevo","Get sub-account details","GET","https://api.brevo.com/v3/corporate/subAccount/13396752","Forbidden","403","142","81",,,,"0","0","0","0"
"1","API_Project_Brevo","Delete a sub-account","DELETE","https://api.brevo.com/v3/corporate/subAccount/13396752","Forbidden","403","149","81",,,,"0","0","0","0"
"1","API_Project_Brevo","Update sub-account plan","PUT","https://api.brevo.com/v3/corporate/subAccount/13396752/plan","Forbidden","403","161","81",,,,"0","0","0","0"
"1","API_Project_Brevo","Get your account information, plan and credits details","GET","https://api.brevo.com/v3/account","OK","200","284","1178","Body matches string Amber, Body matches string Ozenogu, Verify the email address, Verify the first name, Verify the last name, Verify the company name, Content-Type is present in header, Server is present in header, Response time is less than 500ms",,,"9","9","0","0"
"1","API_Project_Brevo","Create a new sender","POST","https://api.brevo.com/v3/senders","Created","201","681","44","Body matches id string, Body matches spfError string, Body matches dkimError string","Response time is less than 500ms",,"4","3","1","0"
"1","API_Project_Brevo","Get the list of all your senders","GET","https://api.brevo.com/v3/senders","OK","200","286","2015","Verify the id of the first sender, Body matches string Newsletter, Body matches string Wiza Inc, Verify that body response includes active string, Verify that body response includes ips string, CF-RAY is present, CF-Cache-Status is present, Response time is less than 500ms",,,"8","8","0","0"
"1","API_Project_Brevo","Get all the dedicated IPs for your account","GET","https://api.brevo.com/v3/senders/ips","OK","200","219","10","Body matches ips string, Content-Type is present in headers",,,"2","2","0","0"
"1","API_Project_Brevo","Get all the dedicated IPs for a sender","GET","https://api.brevo.com/v3/senders/1/ips","OK","200","272","10","Body matches ips string, Content-Type is present in headers",,,"2","2","0","0"
"1","API_Project_Brevo","Update a sender","PUT","https://api.brevo.com/v3/senders/38","No Content","204","686","0","Empty body response, Status code is 204, Status code name has a No Content string",,,"3","3","0","0"
"1","API_Project_Brevo","Delete a sender","DELETE","https://api.brevo.com/v3/senders/38","No Content","204","364","0","Empty body response, Status code is 204, Status code name has a No Content string",,,"3","3","0","0"
